格式说明：起点桩号，终点桩号，起点X，起点Y，起点方位角(D.MMSS格式)，起点半径，终点半径(左负右正，直线为0)
24170,24336.553,3740143.463,526599.963,306.07205,0,0
24336.553,24586.553,3740241.648,526465.428,306.07205,0,-2500
24586.553,26082.608,3740385.624,526261.083,303.15272,-2500,-2500
26082.608,26332.608,3740794.686,524845.156,268.58138,-2500,0
26332.608,29570.894,3740781.867,524595.513,266.06206,0,0
29570.894,29850.894,3740561.936,521364.704,266.06206,0,-2700
29850.894,30090.142,3740538.098,521085.754,263.08054,-2700,-2700
30090.142,30370.142,3740499.02,520849.798,258.03281,-2700,0
30370.142,30370.139,3740431.656,520578.057,255.05129,0,0
30370.139,30570.139,3740431.657,520578.059,255.05129,0,1500
30570.139,30890.757,3740384.502,520383.738,258.54239,1500,1500
30890.757,31090.757,3740356.779,520064.934,271.09120,1500,0
31090.757,31090.755,3740369.682,519865.39,274.58229,0,0
31090.755,31290.755,3740369.682,519865.392,274.58229,0,-1300
31290.755,31986.948,3740381.902,519665.818,270.33564,-1300,-1300
31986.948,32186.948,3740206.457,519000.665,239.52549,-1300,0
32186.948,32186.947,3740097.393,518833.082,235.28284,0,0
32186.947,32386.947,3740097.393,518833.082,235.28284,0,1600
32386.947,33440.892,3739987.514,518666.011,239.03199,1600,1600
33440.892,33640.892,3739771.026,517653.912,276.47498,1600,0
33640.892,33840.892,3739802.943,517456.51,280.22414,0,-1500
33840.892,34552.068,3739834.586,517259.069,276.33304,-1500,-1500
34552.068,34752.068,3739748.431,516559.823,249.23366,-1500,0
34752.068,34752.069,3739669.809,516375.968,245.34256,0,0
34752.069,34952.069,3739669.809,516375.968,245.34256,0,1500
34952.069,35572.873,3739591.187,516192.112,249.23366,1500,1500
35572.873,35772.873,3739497.421,515582.903,273.06233,1500,0
35772.873,36544.198,3739517.118,515383.915,276.55343,0,0
36544.198,36794.198,3739610.132,514618.219,276.55343,0,2000
36794.198,36974.488,3739645.437,514370.769,280.30259,2000,2000
36974.488,37224.488,3739686.255,514195.222,285.40197,2000,0
37224.488,37224.487,3739763.742,513957.579,289.15112,0,0
37224.487,37424.487,3739763.742,513957.581,289.15112,0,-1500
37424.487,38113.866,3739825.467,513767.385,285.26002,-1500,-1500
38113.866,38313.866,3739852.499,513084.592,259.06038,-1500,0
38313.866,38313.866,3739806.004,512890.112,255.16528,0,0
38313.866,38513.866,3739806.004,512890.112,255.16528,0,1100
38513.866,38764.781,3739761.09,512695.296,260.29241,1100,1100
38764.781,38964.781,3739748.095,512445.261,273.33342,1100,0
38964.781,38964.779,3739772.571,512246.839,278.46056,0,0
38964.779,39164.779,3739772.57,512246.841,278.46056,0,-1500
39164.779,39526.011,3739798.653,512048.589,274.56546,-1500,-1500
39526.011,39726.011,3739786.388,511688.438,261.09016,-1500,0
39726.011,39726.008,3739746.878,511492.42,257.19507,0,0
39726.008,40026.008,3739746.878,511492.423,257.19507,0,2800
40026.008,40189.912,3739686.326,511198.636,260.24006,2800,2800
40189.912,40489.912,3739663.737,511036.319,263.45147,2800,0
40489.912,41394.835,3739641.77,510737.163,266.49246,0,0
41394.835,41694.835,3739591.627,509833.631,266.49246,0,-3300
41694.835,42975.552,3739570.469,509534.406,264.13090,-3300,-3300
42975.552,43275.552,3739200.515,508316.668,241.58584,-3300,0
43275.552,43275.548,3739051.649,508056.241,239.22427,0,0
43275.548,43821.228,3739051.651,508056.244,239.22427,4000,4000
43821.228,43821.225,3738806.543,507569.184,247.11414,0,0
43821.225,44071.225,3738806.544,507569.187,247.11414,0,-2700
44071.225,44194.691,3738706.109,507340.274,244.32321,-2700,-2700
44194.691,44444.691,3738650.509,507230.049,241.55200,-2700,0
44444.691,44644.691,3738526.102,507013.228,239.16107,0,1450
44644.691,45585.685,3738427.902,506839.045,243.13159,1450,1450
45585.685,45785.685,3738296.23,505923.901,280.24138,1450,0
45785.685,47606.809,3738341.341,505729.098,284.21190,0,0
47606.809,47806.809,3738792.859,503964.835,284.21190,0,-1300
47806.809,48669.471,3738837.45,503769.923,279.56524,-1300,-1300
48669.471,48869.471,3738704.051,502933.574,241.55379,-1300,0
48869.471,48869.47,3738601.037,502762.205,237.31114,0,0
48869.47,49069.47,3738601.037,502762.205,237.31114,0,1300
49069.47,49452.453,3738498.023,502590.837,241.55379,1300,1300
49452.453,49652.453,3738369.808,502231.422,258.48240,1300,0
49652.453,49652.451,3738341.099,502033.547,263.12505,0,0
49652.451,49852.451,3738341.099,502033.548,263.12505,0,-1200
49852.451,50216.044,3738311.97,501835.744,258.26217,-1200,-1200
50216.044,50416.044,3738186.66,501495.907,241.04448,-1200,0
50416.044,50616.043,3738080.401,501326.543,236.18161,0,1600
50616.043,51221.944,3737972.954,501157.898,239.53076,1600,1600
51221.944,51421.944,3737774.228,500589.341,261.34576,1600,0
51421.944,52935.356,3737753.222,500390.482,265.09491,0,0
52935.356,53663.771,3737625.626,498882.459,265.09491,-4000,-4000
53663.771,53981.195,3737498.647,498166.218,254.43475,0,0
53981.195,55335.063,3737415.047,497860.001,254.43475,4500,4500
55335.063,55335.064,3737258.827,496520.311,271.58042,0,0
55335.064,56133.385,3737258.827,496520.31,271.58042,-4000,-4000
56133.385,56133.387,3737206.705,495725.019,260.31578,0,0
56133.387,56433.387,3737206.705,495725.017,260.31578,0,3000
56433.387,57277.915,3737162.303,495428.355,263.23511,3000,3000
57277.915,57577.915,3737183.781,494586.887,279.31365,3000,0
57577.915,57577.915,3737243.26,494292.876,282.23298,0,0
57577.915,57827.915,3737243.26,494292.876,282.23298,0,-2000
57827.915,58234.534,3737291.802,494047.678,278.48382,-2000,-2000
58234.534,58484.534,3737312.949,493642.31,267.09426,-2000,0
58484.534,59561.324,3737290.184,493393.393,263.34511,0,0
59561.324,60502.658,3737169.797,492323.354,263.34511,-7000,-7000
60502.658,61418.809,3737002.07,491397.804,255.52333,0,0
61418.809,61668.809,3736778.509,490509.349,255.52333,0,-2000
61668.809,61884.523,3736712.477,490268.271,252.17418,-2000,-2000
61884.523,62134.523,3736635.931,490066.707,246.06546,-2000,0
62134.523,62836.923,3736525.291,489842.571,242.32031,0,0
62836.923,63036.923,3736201.331,489219.341,242.32031,0,1200
63036.923,63208.761,3736114.078,489039.446,247.18318,1200,1200
63208.761,63408.761,3736059.347,488876.712,255.30485,1200,0
63408.761,64240.062,3736020.159,488680.652,260.17172,0,0
64240.062,64440.062,3735879.923,487861.265,260.17172,0,-1300
64440.062,64812.786,3735841.152,487665.113,255.52507,-1300,-1300
64812.786,65012.786,3735700.006,487321.525,239.27123,-1300,0
65012.786,65707.826,3735589.691,487154.763,235.02457,0,0
65707.826,65897.826,3735191.491,486585.1,235.02457,0,2150
65897.826,67108.765,3735084.951,486427.801,237.34398,2150,2150
67108.765,67298.765,3734749.815,485280.76,269.50538,2150,0
67298.765,71982.247,3734754.908,485090.845,272.22479,0,0
